angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,opponents_0,opponents_1,opponents_2,opponents_3,opponents_4,opponents_5,opponents_6,opponents_7,opponents_8,opponents_9,opponents_10,opponents_11,opponents_12,opponents_13,opponents_14,opponents_15,opponents_16,opponents_17,opponents_18,opponents_19,opponents_20,opponents_21,opponents_22,opponents_23,opponents_24,opponents_25,opponents_26,opponents_27,opponents_28,opponents_29,opponents_30,opponents_31,opponents_32,opponents_33,opponents_34,opponents_35,racePos,rpm,speedX,speedY,speedZ,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,trackPos,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,z,focus_0,focus_1,focus_2,focus_3,focus_4,accel,brake,clutch,gear,steer,focus_0,focus_1,focus_2,focus_3,focus_4,meta
-4.42E-05,37.006,1,1351.46,1376.46,93.6021,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6194.96,149.634,0.455942,-0.0927539,21.812,47.3698,74.1704,126.517,200,200,200,200,200,200,200,200,200,200,200,119.646,70.1209,44.7765,20.6144,-0.0282719,125.565,125.911,126.724,127.058,0.332145,-1,-1,-1,-1,-1,0.9,0,0,4,-0.006652372,-90,-45,0,45,90,0
-0.00109226,38.006,1,1393.02,1418.02,93.5935,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5215.94,150.102,0.709111,-0.236632,21.4441,46.4782,72.6376,123.46,200,200,200,200,200,200,200,200,200,200,200,122.699,71.6494,45.6659,20.9818,-0.011988,126.146,126.117,127.302,127.274,0.333675,-1,-1,-1,-1,-1,0.9,0,0,5,-0.007415442,-90,-45,0,45,90,0
-4.12E-06,39.006,1,1434.62,1459.62,93.5868,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6165.77,149.537,0.76212,-0.210244,21.1551,45.9468,71.9474,122.742,200,200,200,200,200,200,200,200,200,200,200,123.423,72.3446,46.1998,21.2713,0.00273431,125.654,125.66,126.806,126.812,0.333559,-1,-1,-1,-1,-1,0.9,0,0,4,-0.001990019,-90,-45,0,45,90,0
0.000279665,40.006,1,1476.18,1501.18,93.5783,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5204.49,150.007,0.728954,-0.194653,20.8763,45.3657,71.0738,121.37,200,200,200,200,200,200,200,200,200,200,200,124.787,73.2154,46.7798,21.5499,0.0161577,126.049,126.055,127.206,127.211,0.333634,-1,-1,-1,-1,-1,0.9,0,0,5,-0.005161659,-90,-45,0,45,90,0
0.000949144,41.006,1,1517.76,1542.76,93.5716,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6137.17,149.437,0.75212,-0.171216,20.6311,44.8902,70.4141,120.523,200,200,200,200,200,200,200,200,200,200,200,125.603,73.8626,47.2499,21.7942,0.0283644,125.564,125.581,126.716,126.733,0.333554,-1,-1,-1,-1,-1,0.9,0,0,4,-0.002839994,-90,-45,0,45,90,0
0.00127101,42.006,1,1559.34,1584.34,93.5631,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5184.88,149.899,0.737642,-0.157045,20.412,44.4409,69.75,119.521,200,200,200,200,200,200,200,200,200,200,200,126.572,74.5137,47.6938,22.0124,0.0389924,125.951,125.97,127.108,127.125,0.333622,-1,-1,-1,-1,-1,0.9,0,0,4,-0.004099527,-90,-45,0,45,90,0
0.00177169,43.006,1,1600.91,1625.91,93.5564,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6108.46,149.324,0.7656,-0.14534,20.2061,44.0347,69.1756,118.745,200,200,200,200,200,200,200,200,200,200,200,127.298,75.0675,48.0912,22.2168,0.0491657,125.478,125.478,126.628,126.628,0.333707,-1,-1,-1,-1,-1,0.9,0,0,4,-0.001400169,-90,-45,0,45,90,0
0.00203848,44.006,1,1642.51,1667.51,93.5479,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5171.96,149.777,0.747957,-0.120733,20.0312,43.6759,68.6453,117.945,200,200,200,200,200,200,200,200,200,200,200,128.053,75.5805,48.4427,22.3905,0.0576492,125.853,125.863,127.008,127.018,0.333584,-1,-1,-1,-1,-1,0.9,0,0,4,-0.002693538,-90,-45,0,45,90,0
0.00253606,45.006,1,1684.06,1709.06,93.5411,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6079.71,149.196,0.777674,-0.113179,19.8681,43.3618,68.2138,117.411,200,200,200,200,200,200,200,200,200,200,200,128.526,75.9859,48.7455,22.5516,0.065787,125.369,125.373,126.518,126.521,0.333735,-1,-1,-1,-1,-1,0.9,0,0,4,0.000350494,-90,-45,0,45,90,0
0.00257683,46.006,1,1725.65,1750.65,93.5322,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5177,149.971,0.738511,-0.0917649,19.7149,43.0307,67.6981,116.54,200,200,200,200,200,200,200,200,200,200,200,129.357,76.4879,49.071,22.704,0.0730305,126.012,126.03,127.17,127.185,0.333522,-1,-1,-1,-1,-1,0.9,0,0,5,-0.003534285,-90,-45,0,45,90,0
0.00285721,47.006,1,1767.23,1792.22,93.5259,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6247.73,149.048,0.763597,-0.0808125,19.5906,42.7825,67.3423,116.043,200,200,200,200,200,200,200,200,200,200,200,129.803,76.8229,49.3103,22.8268,0.0791337,125.261,125.241,126.267,126.174,0.333779,-1,-1,-1,-1,-1,0.9,0,0,4,-0.000711338,-90,-45,0,45,90,0
0.00321388,48.006,1,1808.8,1833.8,93.517,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5163.34,149.828,0.766633,-0.0921594,19.4677,42.5435,67.01,115.618,200,200,200,200,200,200,200,200,200,200,186.134,130.167,77.1297,49.5383,22.9477,0.085237,125.894,125.91,127.049,127.064,0.333423,-1,-1,-1,-1,-1,0.9,0,0,4,-0.001147923,-90,-45,0,45,90,0
0.00329614,49.006,1,1850.38,1875.38,93.5101,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6255.23,149.224,0.763652,-0.0579459,19.355,42.3039,66.6428,120.967,200,200,200,200,200,200,200,197.031,188.172,178.121,159.554,124.071,77.4819,49.7717,23.0594,0.0906077,125.411,125.388,126.416,126.323,0.33349,-1,-1,-1,-1,-1,0.9,0,0,4,-0.000577552,-90,-45,0,45,90,0
0.00355721,50.006,1,1891.99,1916.99,93.5018,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5148.69,149.673,0.766118,-0.0574797,19.2723,42.1444,67.1245,200,200,195.112,186.484,179.065,173.847,168.701,163.631,158.641,151.799,144.197,130.623,106.449,75.6742,49.9224,23.1406,0.0947304,125.77,125.773,126.923,126.926,0.333598,-1,-1,-1,-1,-1,0.9,0,0,4,-0.000554229,-90,-45,0,45,90,0
0.00352812,51.006,1,1933.54,1958.54,93.4942,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6410.38,149.344,0.76229,-0.0543541,19.1852,45.4287,200,190.768,161.773,148.362,141.545,135.781,131.782,127.885,124.09,120.398,115.406,109.953,100.454,84.1994,64.1948,46.7096,23.2148,0.098799,125.429,125.41,129.487,129.487,0.333461,-1,-1,-1,-1,-1,1,0,0,4,-0.001473829,-90,-45,0,45,90,0
0.0047509,52.006,1,1975.23,2000.23,93.486,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5138.03,149.683,0.0524145,1.98874,19.6925,52.3576,200,171.279,144.286,132.028,125.857,120.672,117.094,113.62,110.251,106.987,102.592,97.8177,89.5602,75.5818,58.5162,43.5049,22.647,0.0930603,126.054,125.51,127.197,126.674,0.333661,-1,-1,-1,-1,-1,0.9,0,0,4,0.020424711,-90,-45,0,45,90,0
0.00444668,53.006,1,2016.92,2041.92,93.478,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6079.87,149.077,0.0601435,3.7971,19.9454,53.168,200,169.838,143.85,131.57,125.387,120.193,116.609,113.13,109.756,106.488,102.09,97.3114,89.0518,75.0829,58.0588,43.1177,22.4148,0.0813354,125.529,125.018,126.668,126.177,0.334543,-1,-1,-1,-1,-1,0.9,0,0,4,0.020373606730780612,-90,-45,0,45,90,0
0.00425595,54.006,1,2058.58,2083.58,93.4667,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5230.32,150.248,0.154013,4.27322,20.1723,53.917,200,164.649,141.013,129.851,124.109,119.217,115.802,112.454,109.177,105.972,101.61,96.8314,88.5722,74.6174,57.6373,42.7648,22.2062,0.0708984,126.545,125.981,127.693,127.15,0.334071,-1,-1,-1,-1,-1,0.9,0,0,5,0.026537591509201507,-90,-45,0,45,90,0
0.0036723,55.006,1,2100.25,2125.24,93.459,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6240.06,149.456,0.0820984,3.303,20.3643,54.4701,195.983,156.339,134.515,124.336,119.131,114.713,111.637,108.629,105.69,102.822,98.9261,94.6458,87.121,74.0009,57.3272,42.489,22.0295,0.0616394,125.868,125.317,127.009,126.48,0.335962,-1,-1,-1,-1,-1,0.9,0,0,4,0.022352230963457113,-90,-45,0,45,90,0
0.00323742,56.006,1,2141.87,2166.86,93.4504,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6410.36,149.276,0.0605066,1.1142,20.5389,59.369,182.614,144.931,124.619,115.265,110.515,106.499,103.712,100.993,98.3437,95.7639,92.2684,88.4404,81.7369,70.1052,55.3186,41.6978,21.8686,0.0533142,125.628,125.099,129.614,129.614,0.336743,-1,-1,-1,-1,-1,1,0,0,4,0.019765366374737865,-90,-45,0,45,90,0
0.0033614,57.006,1,2183.53,2208.53,93.4422,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5148.39,149.704,-0.179487,0.188899,20.9215,66.1072,176.851,139.74,119.905,110.823,106.223,102.341,99.6514,97.0311,94.4802,91.9991,88.6429,84.9725,78.5594,67.4718,53.4275,40.4952,21.5329,0.0428569,126.111,125.481,127.254,126.649,0.334562,-1,-1,-1,-1,-1,0.9,0,0,4,0.022940286,-90,-45,0,45,90,0
0.00303524,58.006,1,2225.16,2250.15,93.4346,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6410.7,149.325,-0.13175,0.182863,21.177,67.5398,176.597,139.392,119.509,110.406,105.797,101.908,99.2136,96.5891,94.0346,91.5503,88.1901,84.5167,78.1007,67.0176,53.0022,40.126,21.3028,0.0311462,125.753,125.052,129.486,129.486,0.334637,-1,-1,-1,-1,-1,1,0,0,4,0.029474204664699123,-90,-45,0,45,90,0
0.00237912,59.006,1,2266.8,2291.8,93.4264,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5154.3,149.775,-0.185145,0.141665,21.3969,68.6191,176.532,139.225,119.283,110.154,105.531,101.632,98.9305,96.2991,93.7383,91.2485,87.8806,84.1995,77.7722,66.6779,52.6685,39.8241,21.1036,0.0206624,126.184,125.528,127.327,126.696,0.334345,-1,-1,-1,-1,-1,0.9,0,0,4,0.022552479879502433,-90,-45,0,45,90,0
0.00224894,60.006,1,2308.4,2333.4,93.4188,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6417.49,149.4,-0.134571,0.141898,21.6072,69.9564,176.264,138.886,118.91,109.767,105.139,101.234,98.53,95.8964,93.3337,90.8419,87.4723,83.7904,77.3642,66.2795,52.3023,39.5116,20.9141,0.0111654,125.816,125.111,129.579,129.579,0.334372,-1,-1,-1,-1,-1,1,0,0,4,0.028991531,-90,-45,0,45,90,0
0.00176686,61.006,1,2350.03,2375.03,93.4106,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5156.67,149.855,-0.17978,0.121658,21.7866,70.9224,176.188,138.729,118.706,109.542,104.904,100.992,98.2819,95.6428,93.0752,90.5791,87.204,83.5165,77.0822,65.991,52.022,39.2607,20.7511,0.0026591,126.25,125.597,127.394,126.765,0.334331,-1,-1,-1,-1,-1,0.9,0,0,4,0.023424767,-90,-45,0,45,90,0
0.00165861,62.006,1,2391.62,2416.62,93.403,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6414.64,149.487,-0.133005,0.121823,21.9573,72.0825,175.97,138.453,118.401,109.225,104.582,100.666,97.954,95.3134,92.744,90.2464,86.8701,83.1818,76.7481,65.6651,51.7229,39.0059,20.597,-0.00505168,125.889,125.184,129.581,129.581,0.334325,-1,-1,-1,-1,-1,1,0,0,4,0.029467345,-90,-45,0,45,90,0
0.00137108,63.006,1,2433.17,2458.17,93.3954,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6272.51,149.626,-0.153562,0.0875544,22.1038,72.9878,175.863,138.285,118.199,109.009,104.359,100.438,97.7217,95.0777,92.5056,90.005,86.6251,82.9338,76.4963,65.4118,51.4826,38.7952,20.4641,-0.0118815,126.062,125.4,127.187,126.54,0.334353,-1,-1,-1,-1,-1,0.9,0,0,4,0.025937930054894164,-90,-45,0,45,90,0
0.0011937,64.008,1,2474.77,2499.77,93.3872,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6399.88,149.634,-0.123396,0.0950044,22.2384,73.9055,175.728,138.098,117.985,108.785,104.129,100.204,97.4851,94.8384,92.2641,89.7619,86.3799,82.6866,76.2477,65.1661,51.2534,38.5973,20.3421,-0.0180644,126.013,125.323,129.294,129.294,0.334492,-1,-1,-1,-1,-1,0.9,0,0,4,0.029120010854853415,-90,-45,0,45,90,0
0.000901874,65.02,1,2516.84,2541.84,93.3795,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6307.16,149.734,-0.130117,0.0988833,22.3568,74.6373,175.666,137.982,117.839,108.625,103.963,100.033,97.3104,94.6609,92.0835,89.5789,86.1932,82.4965,76.0527,64.968,51.0631,38.4285,20.2342,-0.0236552,126.182,125.46,127.323,126.629,0.33424,-1,-1,-1,-1,-1,0.9,0,0,4,0.029308430022111615,-90,-45,0,45,90,0
0.000728305,66.01,1,2557.95,2582.95,93.371,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5217.04,150.165,-0.0827893,0.0669511,22.4636,75.3819,175.572,137.846,117.679,108.455,103.789,99.8541,97.1299,94.4779,91.8986,89.3919,86.0044,82.3061,75.8599,64.7764,50.883,38.2722,20.1372,-0.028599,126.566,125.801,127.709,126.975,0.334459,-1,-1,-1,-1,-1,0.9,0,0,5,0.032423281,-90,-45,0,45,90,0
0.000290569,67,1,2599.08,2624.08,93.3644,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6211.6,149.522,-0.178249,0.0737463,22.5523,75.7873,175.617,137.837,117.638,108.398,103.724,99.7828,97.0542,94.3978,91.8144,89.3038,85.9111,82.2072,75.7526,64.6573,50.7581,38.1543,20.0552,-0.0330343,125.988,125.3,127.127,126.466,0.33436,-1,-1,-1,-1,-1,0.9,0,0,4,0.023931151058246676,-90,-45,0,45,90,0
0.000211891,68.012,1,2641.1,2666.1,93.3561,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5158.55,149.883,-0.177852,0.0509591,22.6419,76.4862,176.563,137.698,117.482,108.235,103.558,99.6146,96.8849,94.227,91.6423,89.1311,85.7377,82.0329,75.5781,64.4863,50.6007,38.0201,19.974,-0.0371053,126.275,125.619,127.419,126.788,0.334095,-1,-1,-1,-1,-1,0.9,0,0,4,0.022660019,-90,-45,0,45,90,0
0.000518497,69.002,1,2682.17,2707.17,93.3481,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6410.44,149.894,-0.0831763,0.0575022,22.7311,77.5312,181.807,138.831,117.386,107.968,103.287,99.3457,96.6171,93.9617,91.3795,88.8702,85.4801,81.78,75.3341,64.2625,50.4113,37.8707,19.895,-0.0407227,126.232,125.536,129.463,129.463,0.334403,-1,-1,-1,-1,-1,0.9,0,0,4,0.031819684,-90,-45,0,45,90,0
1.78178e-05,70.014,1,2724.19,2749.18,93.341,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6273.83,149.645,-0.135781,0.0585853,22.7917,76.2348,193.265,145.839,121.685,111.007,105.704,101.287,98.259,95.3354,92.5142,89.7944,86.1531,82.2221,75.4825,64.2082,50.342,37.7973,19.8378,-0.0439901,126.12,125.374,127.26,126.542,0.334248,-1,-1,-1,-1,-1,0.9,0,0,4,0.029436501247785962,-90,-45,0,45,90,0
-0.000223939,71.004,1,2765.26,2790.26,93.3325,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5200.51,150.085,-0.118516,0.0350209,22.8504,67.399,200,158.952,132.174,120.149,114.136,109.109,105.654,102.31,99.0794,95.9601,91.7788,87.2609,79.5128,66.5971,51.1837,37.9231,19.7835,-0.046875,126.5,125.732,127.643,126.905,0.334229,-1,-1,-1,-1,-1,0.9,0,0,5,0.029058388799742818,-90,-45,0,45,90,0
-0.000596825,72.016,1,2807.25,2832.24,93.3258,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6429.82,149.412,0.0540209,-1.69452,22.6732,61.8645,200,167.671,139.781,127.133,120.777,115.446,111.772,108.211,104.763,101.428,96.9494,92.0994,83.7579,69.8068,53.1562,38.937,19.8858,-0.0472249,125.73,125.232,129.87,129.87,0.337429,-1,-1,-1,-1,-1,0.9,0,0,4,0.017337378781562513,-90,-45,0,45,90,0
-0.00042278,73.006,1,2848.38,2873.38,93.3188,4,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6308.53,149.906,0.0881777,-3.62113,22.6221,61.7163,200,169.653,139.826,127.188,120.836,115.51,111.839,108.28,104.835,101.503,97.0268,92.1796,83.8425,69.8958,53.243,39.0136,19.9339,-0.0447245,126.251,125.679,127.394,126.845,0.33587,-1,-1,-1,-1,-1,0.9,0,0,4,0.022549833295534803,-90,-45,0,45,90,0
-0.000150506,74.018,1,2890.44,2915.44,93.3129,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5142.47,149.782,0.0778419,-4.21165,22.5802,61.6262,200,200,147.342,129.723,121.977,115.938,111.989,108.307,104.852,101.523,97.0516,92.2097,83.8807,69.9459,53.3006,39.0704,19.974,-0.0425252,126.104,125.615,127.233,126.756,0.334085,-1,-1,-1,-1,-1,0.9,0,0,4,0.019967058,-90,-45,0,45,90,0
-3.03E-05,75.008,1,2932.12,2957.12,93.2961,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5428,155.916,0.0680271,-3.68919,22.542,61.513,200,200,200,172.071,153.085,139.627,131.389,124.077,117.545,111.674,104.388,97.1617,86.0394,70.1332,53.3663,39.1278,20.0099,-0.0406677,131.24,130.685,134.017,134.017,0.332968,-1,-1,-1,-1,-1,0.9,0,0,5,0.024190369,-90,-45,0,45,90,0
1.92483e-05,76.02,1,2977.22,3002.22,93.2714,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,5741.65,165.285,-0.0760257,-1.2762,22.5487,53.5536,91.9966,192.665,200,200,200,200,200,200,200,200,200,170.602,131.114,89.7603,59.0856,40.3294,20.0039,-0.0409119,139.095,138.579,141.763,141.763,0.327299,-1,-1,-1,-1,-1,0.9,0,0,5,0.021105214,-90,-45,0,45,90,0
-0.00191528,77.01,1,3023.83,3048.83,93.245,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6048.92,173.855,0.799641,-0.28493,21.8383,47.259,73.7497,125.002,200,200,200,200,200,200,200,200,200,200,200,121.102,70.5134,44.8745,20.5857,-0.0314392,146.14,145.935,149.353,149.353,0.329143,-1,-1,-1,-1,-1,0.9,0,0,5,0.003221657,-90,-45,0,45,90,0
-0.000345532,78,1,3072.73,3097.72,93.2213,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6206.36,180.248,0.872543,-0.253426,21.4927,46.6496,73.0031,124.397,200,200,200,200,200,200,200,200,200,200,200,121.76,71.2861,45.4959,20.9335,-0.0135241,151.486,151.433,153.247,153.247,0.327435,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.00487168,-90,-45,0,45,90,0
3.21229e-05,79.012,1,3123.34,3148.34,93.2073,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6170.23,180.123,0.852904,-0.207763,21.1561,45.9521,71.9602,122.779,200,200,200,200,200,200,200,200,200,200,200,123.386,72.3317,46.1945,21.2703,0.00272452,151.431,151.323,152.326,152.39,0.327793,-1,-1,-1,-1,-1,0,0,0,5,0.00542973,-90,-45,0,45,90,0
0.00076836,80.002,1,3172.85,3197.85,93.1935,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6209.85,180.05,0.894778,-0.183735,20.8742,45.4036,71.1961,121.785,200,200,200,200,200,200,200,200,200,200,200,124.364,73.0892,46.7401,21.5517,0.0167356,151.34,151.231,153.33,153.33,0.327855,-1,-1,-1,-1,-1,0.4,0,0,5,0.008063568,-90,-45,0,45,90,0
0.000708755,81.014,1,3223.47,3248.47,93.1796,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6164.07,179.973,0.806233,-0.172191,20.6053,44.8136,70.2634,120.165,200,200,200,200,200,200,200,200,200,200,200,125.967,74.0162,47.3278,21.8202,0.0293435,151.3,151.201,152.161,152.251,0.327775,-1,-1,-1,-1,-1,0,0,0,5,0.000772336,-90,-45,0,45,90,0
0.00117892,82.004,1,3272.98,3297.98,93.1658,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6174.91,179.957,0.829548,-0.151905,20.3842,44.3724,69.6309,119.278,200,200,200,200,200,200,200,200,200,200,200,126.815,74.6335,47.7626,22.0403,0.0402143,151.3,151.161,152.565,152.378,0.327845,-1,-1,-1,-1,-1,0.1,0,0,5,0.003597272,-90,-45,0,45,90,0
0.00186226,1,1,50.0968,3369.49,93.1458,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6165.44,179.992,0.788579,-0.124075,20.1158,43.8457,68.89,118.292,200,200,200,200,200,200,200,200,200,200,200,127.73,75.3457,48.2771,22.3066,0.053498,151.255,151.277,152.145,152.334,0.327488,-1,-1,-1,-1,-1,0,0,0,5,-0.003755735,-90,-45,0,45,90,0
0.00265013,2.012,1,100.708,3420.1,93.1315,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6238.99,180.27,0.834571,-0.103886,19.9577,43.567,68.551,118.039,200,200,200,200,200,200,200,200,200,200,200,127.914,75.653,48.5417,22.4622,0.0616798,151.408,151.498,154.047,154.047,0.327619,-1,-1,-1,-1,-1,0.6,0,0,5,-0.002012104,-90,-45,0,45,90,0
0.00284916,3.002,1,150.22,3469.62,93.1177,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6239.15,180.262,0.823921,-0.0932291,19.8117,43.2647,68.1002,117.346,200,200,200,200,200,200,200,200,200,200,191.945,128.56,76.0853,48.8362,22.607,0.068734,151.4,151.493,154.051,154.051,0.327665,-1,-1,-1,-1,-1,0.6,0,0,5,-0.003112174,-90,-45,0,45,90,0
