angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,opponents_0,opponents_1,opponents_2,opponents_3,opponents_4,opponents_5,opponents_6,opponents_7,opponents_8,opponents_9,opponents_10,opponents_11,opponents_12,opponents_13,opponents_14,opponents_15,opponents_16,opponents_17,opponents_18,opponents_19,opponents_20,opponents_21,opponents_22,opponents_23,opponents_24,opponents_25,opponents_26,opponents_27,opponents_28,opponents_29,opponents_30,opponents_31,opponents_32,opponents_33,opponents_34,opponents_35,racePos,rpm,speedX,speedY,speedZ,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,trackPos,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,z,focus_0,focus_1,focus_2,focus_3,focus_4,accel,brake,clutch,gear,steer,focus_0,focus_1,focus_2,focus_3,focus_4,meta
0.00276003,4.014,1,200.838,3520.23,93.1038,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6205.52,180.233,0.821149,-0.0855569,19.675,42.9589,67.6079,121.483,200,200,200,200,200,200,200,198.723,189.704,179.456,160.469,123.932,76.5683,49.1385,22.7431,0.075073,151.46,151.432,153.225,153.225,0.327885,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.000254294,-90,-45,0,45,90,0
0.00301899,5.004,1,250.35,3569.75,93.09,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6205.1,180.221,0.843892,-0.0715715,19.5638,42.7373,69.4119,200,200,188.499,180.077,172.85,167.775,162.778,157.863,153.034,146.424,139.099,126.07,103.029,73.9384,49.3517,22.8529,0.0805433,151.467,151.407,153.214,153.214,0.32776,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.002883005,-90,-45,0,45,90,0
0.0054129,6.016,1,300.969,3620.37,93.076,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6168.08,180.07,0.779102,0.196708,19.8767,53.1183,200,170.568,143.586,131.34,125.177,120.001,116.429,112.962,109.6,106.344,101.961,97.2003,88.9709,75.0517,58.0804,43.1714,22.4772,0.0853821,151.333,151.323,152.225,152.385,0.326668,-1,-1,-1,-1,-1,0,0,0,5,-0.002196024,-90,-45,0,45,90,0
0.00318547,7.006,1,350.585,3669.98,93.0619,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6237.85,179.818,-0.59795,3.8892,20.2613,54.0153,200,170.761,143.696,131.349,125.133,119.913,116.311,112.814,109.424,106.14,101.721,96.9223,88.6299,74.6212,57.5855,42.6825,22.1244,0.0658122,151.288,150.853,154.023,154.023,0.327394,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.001608013,-90,-45,0,45,90,0
0.00336459,8.018,1,401.271,3720.67,93.0466,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6200.76,180.065,-0.371257,5.2241,20.6959,55.5722,200,165.569,141.251,129.726,123.788,118.723,115.185,111.715,108.327,105.044,100.63,95.838,87.5662,73.6173,56.7083,41.9709,21.7238,0.046344,151.593,151.018,153.099,153.099,0.328114,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.021653793797940354,-90,-45,0,45,90,0
0.0030356,9.008,1,450.829,3770.23,93.0318,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6162.94,179.922,-0.305235,4.31587,21.0657,56.8172,195.875,155.847,133.782,123.485,118.221,113.752,110.642,107.601,104.63,101.73,97.794,93.471,85.8783,72.6708,56.0125,41.3904,21.3829,0.0293091,151.523,150.892,152.57,151.783,0.329718,-1,-1,-1,-1,-1,0,0,0,5,0.028836289593990466,-90,-45,0,45,90,0
0.0032894,10.02,1,501.457,3820.85,93.0165,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6206.8,180.107,-0.208048,0.959525,21.4599,66.2242,178.825,141.175,120.973,111.703,107.005,103.038,100.289,97.6096,95.0013,92.4639,89.0304,85.2765,78.7176,67.3875,53.0813,39.9925,21.033,0.0135091,151.644,151.023,153.251,153.251,0.33273,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.041133085325302216,-90,-45,0,45,90,0
0.000930309,11.01,1,550.944,3870.34,93.0027,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6237.43,179.79,-0.975319,0.315517,21.9692,71.7136,176.254,138.691,118.605,109.412,104.759,100.834,98.116,95.4688,92.8938,90.3899,87.0052,83.3076,76.8572,65.7442,51.7657,39.0194,20.5839,-0.0063741,151.394,150.684,154.008,154.008,0.328635,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.013055157905726048,-90,-45,0,45,90,0
0.000694096,12,1,600.394,3919.79,92.9884,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6158.97,179.806,-0.722924,0.28822,22.4002,74.8365,175.685,137.976,117.818,108.596,103.93,99.9962,97.2724,94.6205,92.0412,89.5342,86.1466,82.4472,75.9992,64.9095,51.0016,38.3709,20.1943,-0.0258158,151.66,150.536,152.71,151.448,0.328621,-1,-1,-1,-1,-1,0,0,0,5,0.04430965,-90,-45,0,45,90,0
0.00172371,13.012,1,650.885,3970.28,92.9737,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6198.86,180.026,-0.543193,0.266915,22.8209,79.5132,174.601,136.821,116.647,107.428,102.768,98.8395,96.1207,93.4751,90.9025,88.4035,85.0274,81.3433,74.9278,63.9145,50.1455,37.6851,19.82,-0.0433451,151.686,150.816,153.067,153.067,0.328419,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.051638229,-90,-45,0,45,90,0
-0.000299096,14.002,1,700.245,4019.64,92.9593,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6267.39,180.039,-0.883984,0.221021,23.1054,80.3926,174.999,137.009,116.701,107.416,102.722,98.7651,96.0264,93.3613,90.7703,88.2529,84.8529,81.1435,74.6857,63.6091,49.79,37.3263,19.5528,-0.0582987,151.544,150.921,154.733,154.733,0.328681,-1,-1,-1,-1,-1,0.9,0,0,5,0.016704224098793248,-90,-45,0,45,90,0
-0.00216246,15.014,1,750.667,4070.06,92.9455,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6200.22,179.718,-0.969816,0.177115,23.3604,81.1208,175.378,137.197,116.764,107.419,102.693,98.7093,95.9519,93.269,90.6603,88.1263,84.7041,80.9704,74.4728,63.337,49.4699,37.0025,19.3114,-0.0717997,151.471,150.532,153.085,153.085,0.329089,-1,-1,-1,-1,-1,0.4,0,0,5,0.019748463101397034,-90,-45,0,45,90,0
-0.000143528,16.004,1,799.963,4119.36,92.9309,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6166.06,180.006,-0.562723,0.181142,23.6762,88.1436,174.034,135.868,115.48,106.167,101.462,97.4982,94.7552,92.088,89.4953,86.9777,83.5793,79.8744,73.4323,62.4099,48.7184,36.4377,19.0382,-0.0834676,151.727,150.798,152.787,151.723,0.328212,-1,-1,-1,-1,-1,0,0,0,5,0.050177588,-90,-45,0,45,90,0
-0.000379562,17.016,1,850.322,4169.72,92.9161,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6233.45,180.106,-0.668701,0.171266,23.9053,92.9147,173.769,135.514,115.079,105.748,101.033,97.0628,94.3162,91.6447,89.049,86.5291,83.1278,79.4207,72.9777,61.9649,48.3097,36.0907,18.8297,-0.0939107,151.624,150.982,153.915,153.915,0.328346,-1,-1,-1,-1,-1,0.6,0,0,5,0.034378399,-90,-45,0,45,90,0
-0.00329614,18.006,1,899.561,4218.96,92.9026,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6199.2,179.705,-0.963536,0.103939,24.0287,88.1624,174.797,136.329,115.737,106.324,101.566,97.5573,94.7835,92.0852,89.4635,86.9171,83.4805,79.7341,73.2223,62.0929,48.3068,35.9998,18.6974,-0.102879,151.458,150.518,153.061,153.061,0.328984,-1,-1,-1,-1,-1,0.4,0,0,5,0.020348347,-90,-45,0,45,90,0
-0.0022397,19.018,1,949.877,4269.28,92.8879,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6160.1,179.836,-0.663127,0.109657,24.2398,200,174.017,135.539,114.963,105.565,100.816,96.817,94.0508,91.3605,88.7467,86.2091,82.785,79.0542,72.5729,61.5081,47.8256,35.6326,18.5136,-0.110992,151.681,150.561,152.74,151.481,0.32862,-1,-1,-1,-1,-1,0,0,0,5,0.048077508293373004,-90,-45,0,45,90,0
-0.00132561,20.008,1,999.08,4318.48,92.8733,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6234.54,180.116,-0.674841,0.103752,24.4216,200,174.643,134.857,114.295,104.909,100.169,96.1784,93.4191,90.7353,88.1288,85.599,82.1859,78.4685,72.0137,61.0055,47.4127,35.3178,18.3561,-0.11795,151.634,150.987,153.946,153.946,0.328498,-1,-1,-1,-1,-1,0.6,0,0,5,0.034017407,-90,-45,0,45,90,0
-0.00281811,21.02,1,1049.36,4368.75,92.859,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6267.73,180.054,-0.872073,0.0907563,24.5183,200,183.421,138.071,115.36,105.407,100.482,96.3886,93.586,90.8821,88.2614,85.7182,82.2868,78.549,72.0595,60.9941,47.3423,35.2147,18.2565,-0.124066,151.557,150.932,154.738,154.738,0.328384,-1,-1,-1,-1,-1,0.9,0,0,5,0.016850458,-90,-45,0,45,90,0
-0.00346184,22.01,1,1098.53,4417.93,92.8453,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6158.77,179.784,-0.738324,0.0817655,24.6207,81.0657,199.945,149.47,123.373,111.775,106.01,101.209,97.9191,94.7442,91.6841,88.7372,84.7988,80.5586,73.3235,61.3625,47.2261,35.0743,18.1583,-0.129407,151.649,150.514,152.707,151.444,0.328543,-1,-1,-1,-1,-1,0,0,0,5,0.042232217,-90,-45,0,45,90,0
-0.00241685,23,1,1147.71,4467.11,92.8307,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6234.15,180.11,-0.344152,-0.755377,24.5305,68.6099,200,164.489,136.081,123.218,116.765,111.361,107.641,104.04,100.559,97.1972,92.6905,87.8227,79.4882,65.678,49.4683,35.9072,18.1488,-0.133234,151.532,151.079,153.923,153.923,0.328238,-1,-1,-1,-1,-1,0.6,0,0,5,0.028504243518162595,-90,-45,0,45,90,0
-0.00364876,24.012,1,1198.07,4517.47,92.8174,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6239.21,179.928,-0.520396,-4.11949,24.4189,67.7929,200,166.331,136.904,124.003,117.527,112.102,108.366,104.75,101.252,97.8731,93.343,88.4479,80.0621,66.1561,49.8175,36.1426,18.2435,-0.129669,151.357,150.945,154.058,154.058,0.328816,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.007223609,-90,-45,0,45,90,0
-0.00452447,25.002,1,1247.34,4566.74,92.8047,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6164.07,179.97,-0.482211,-5.07753,24.319,67.143,200,200,146.582,127.747,119.585,113.27,109.162,105.35,101.8,98.4092,93.8621,88.9477,80.5247,66.5473,50.1105,36.3453,18.3303,-0.126202,151.679,150.805,152.723,151.69,0.328434,-1,-1,-1,-1,-1,0,0,0,5,0.022244564467073256,-90,-45,0,45,90,0
-0.00400066,26.014,1,1297.7,4617.1,92.7923,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6268.09,180.095,-0.464929,-3.71954,24.2569,65.4756,153.708,200,200,200,180.448,158.958,146.508,135.876,126.692,118.68,109.039,99.7924,86.1427,67.7535,50.1931,36.4302,18.3921,-0.122766,151.624,150.939,154.756,154.756,0.328059,-1,-1,-1,-1,-1,0.9,0,0,5,0.016267676811890903,-90,-45,0,45,90,0
-0.00383073,27.004,1,1346.98,4666.37,92.7795,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6205.09,179.86,-0.434055,-0.332176,23.6691,51.0893,79.5353,134.198,200,200,200,200,200,200,200,200,200,200,198.672,111.359,64.5258,40.9613,18.7414,-0.11943,151.508,150.737,153.207,153.207,0.328218,-1,-1,-1,-1,-1,0.4,0,0,5,0.022341781723235518,-90,-45,0,45,90,0
-0.00320274,28.016,1,1397.58,4716.98,92.7647,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6171.27,180.162,0.976972,-0.377722,23.1095,49.8887,77.6767,131.095,200,200,200,200,200,200,200,200,200,200,200,114.642,66.4469,42.1868,19.3049,-0.0928754,151.54,151.287,152.557,152.208,0.327722,-1,-1,-1,-1,-1,0,0,0,5,0.019229019968892695,-90,-45,0,45,90,0
-0.0020178,29.006,1,1447.1,4766.5,92.7512,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6167.48,180.068,0.896644,-0.330735,22.6029,48.9041,76.3031,129.286,200,200,200,200,200,200,200,200,200,200,200,116.673,67.9094,43.2093,19.818,-0.0676598,151.311,151.35,152.169,152.411,0.327517,-1,-1,-1,-1,-1,0,0,0,5,0.004261372,-90,-45,0,45,90,0
-0.00173122,30.018,1,1497.7,4817.1,92.7371,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6269.37,180.133,0.833104,-0.291173,22.126,47.8982,74.7717,126.813,200,200,200,200,200,200,200,200,200,200,200,119.246,69.4776,44.2301,20.2973,-0.0448329,151.32,151.308,154.788,154.788,0.327325,-1,-1,-1,-1,-1,0.9,0,0,5,0.000115879,-90,-45,0,45,90,0
-0.000734631,31.008,1,1547.22,4866.61,92.7233,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6271.8,180.154,0.821598,-0.271679,21.7334,47.1372,73.7147,125.443,200,200,200,200,200,200,200,200,200,200,200,120.694,70.5665,45.0049,20.6923,-0.0252733,151.28,151.383,154.837,154.837,0.327621,-1,-1,-1,-1,-1,0.9,0,0,5,-0.00397422,-90,-45,0,45,90,0
0.000135183,32.02,1,1597.83,4917.23,92.7091,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6237.44,180.27,0.881336,-0.231412,21.3774,46.442,72.741,124.155,200,200,200,200,200,200,200,200,200,200,200,122.012,71.5518,45.7049,21.049,-0.00760587,151.438,151.469,154.011,154.011,0.327683,-1,-1,-1,-1,-1,0.6,0,0,5,0.002891383,-90,-45,0,45,90,0
0.000753403,33.01,1,1647.34,4966.74,92.6953,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6241.19,180.273,0.855813,-0.218955,21.066,45.8194,71.8461,122.891,200,200,200,200,200,200,200,200,200,200,200,123.272,72.4438,46.3261,21.3602,0.00768636,151.406,151.506,154.102,154.102,0.327639,-1,-1,-1,-1,-1,0.6,0,0,5,-0.00078433,-90,-45,0,45,90,0
0.00115824,34,1,1696.86,5016.26,92.6815,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6240.31,180.281,0.828204,-0.18758,20.7897,45.2535,71.0109,121.633,200,200,200,200,200,200,200,200,200,200,200,124.505,73.2689,46.8876,21.6357,0.0210977,151.399,151.523,154.081,154.081,0.327562,-1,-1,-1,-1,-1,0.6,0,0,5,-0.00351209,-90,-45,0,45,90,0
0.00168562,35.012,1,1747.48,5066.88,92.6676,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6206.4,180.264,0.882331,-0.154801,20.5447,44.7654,70.3124,120.66,200,200,200,200,200,200,200,200,200,200,200,125.44,73.951,47.3686,21.8795,0.0331458,151.466,151.48,153.246,153.246,0.327388,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.003962736,-90,-45,0,45,90,0
0.00197983,36.002,1,1796.99,5116.39,92.6537,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6243.51,180.029,0.861057,-0.144455,20.3306,44.3238,69.6562,119.658,200,200,200,200,200,200,200,200,200,200,190.943,126.4,74.5902,47.803,22.0924,0.0435054,151.221,151.264,154.157,154.157,0.327518,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.001399974,-90,-45,0,45,90,0
0.00208616,37.014,1,1847.61,5167.01,92.6398,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6169.99,180.128,0.856944,-0.117517,20.1328,43.9015,69.006,125.224,200,200,200,200,200,200,200,198.367,189.267,178.919,159.722,122.666,75.2253,48.2191,22.2892,0.0529127,151.409,151.353,152.295,152.41,0.32752,-1,-1,-1,-1,-1,0,0,0,5,0.00408157,-90,-45,0,45,90,0
0.00243568,38.004,1,1897.12,5216.52,92.6259,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6209.81,180.043,0.872852,-0.109141,19.9695,43.5747,70.8912,200,200,188.398,179.921,172.644,167.535,162.502,157.551,152.686,146.027,138.645,125.515,102.301,73.0615,48.5371,22.451,0.0609245,151.311,151.248,153.329,153.329,0.327885,-1,-1,-1,-1,-1,0.4,0,0,5,0.005228158,-90,-45,0,45,90,0
0.00371242,39.016,1,1947.73,5267.13,92.612,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6163.77,179.951,0.804517,0.123872,20.2208,53.9782,200,170.706,143.557,131.23,125.026,119.815,116.22,112.73,109.347,106.069,101.659,96.8694,88.5939,74.6119,57.6047,42.7178,22.1616,0.0681661,151.254,151.2,152.137,152.259,0.327453,-1,-1,-1,-1,-1,0,0,0,5,0.000801839,-90,-45,0,45,90,0
0.00377911,40.006,1,1997.33,5316.73,92.5975,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6233.66,180.112,-0.420653,3.83667,20.6039,55.333,200,169.783,142.661,130.312,124.1,118.885,115.286,111.795,108.411,105.135,100.726,95.9415,87.6809,73.7464,56.8432,42.0967,21.8089,0.0509257,151.526,151.118,153.918,153.918,0.328214,-1,-1,-1,-1,-1,0.6,0,0,5,0.013708931668364302,-90,-45,0,45,90,0
0.00292509,41.018,1,2047.99,5367.39,92.5824,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6264.52,179.89,-0.46205,5.20915,20.9768,56.4764,200,165.302,140.875,129.293,123.325,118.235,114.678,111.191,107.795,104.508,100.085,95.2879,87.0106,73.0678,56.2011,41.5404,21.4646,0.0332052,151.312,150.914,154.666,154.666,0.328374,-1,-1,-1,-1,-1,0.9,0,0,5,0.011265362,-90,-45,0,45,90,0
0.00192993,42.008,1,2097.52,5416.93,92.5673,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6238.21,179.908,-0.35556,4.31124,21.2978,57.4097,196.165,155.98,133.808,123.457,118.164,113.671,110.543,107.485,104.497,101.581,97.6228,93.276,85.6421,72.371,55.6714,41.0715,21.1668,0.0176676,151.52,150.75,154.03,154.03,0.329379,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.029719428509277494,-90,-45,0,45,90,0
0.00190132,43.02,1,2148.13,5467.53,92.5524,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6156.89,179.746,-0.278392,1.09323,21.6506,66.5188,179.295,141.484,121.176,111.853,107.126,103.135,100.369,97.6734,95.0491,92.4955,89.0412,85.2638,78.6649,67.2708,52.9008,39.7828,20.8547,0.00326131,151.481,150.632,152.526,151.531,0.332064,-1,-1,-1,-1,-1,0,0,0,5,0.041545283,-90,-45,0,45,90,0
0.00234478,44.01,1,2197.6,5517,92.5381,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6165.94,180.003,-0.589803,0.304573,22.2063,74.4714,175.3,137.747,117.69,108.519,103.879,99.9681,97.2594,94.6226,92.058,89.5654,86.1971,82.5185,76.1055,65.0698,51.2122,38.5979,20.3755,-0.0153625,151.726,150.797,152.789,151.711,0.328502,-1,-1,-1,-1,-1,0,0,0,5,0.048676778866078525,-90,-45,0,45,90,0
0.00104445,45,1,2247.03,5566.42,92.5237,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6265.67,179.983,-0.854563,0.277103,22.5867,76.682,175.249,137.502,117.332,108.11,103.445,99.5117,96.7893,94.1391,91.5622,89.0576,85.6737,81.9799,75.5434,64.4831,50.6309,38.0709,20.0276,-0.0337158,151.466,150.902,154.699,154.699,0.328413,-1,-1,-1,-1,-1,0.9,0,0,5,0.018169472,-90,-45,0,45,90,0
-0.000708405,46.012,1,2297.5,5616.9,92.5093,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6240.09,179.908,-0.939538,0.228101,22.913,78.129,175.471,137.519,117.221,107.937,103.242,99.2829,96.5422,93.8751,91.2814,88.7615,85.3567,81.6411,75.1696,64.0603,50.1795,37.6395,19.7246,-0.0502075,151.518,150.757,154.066,154.066,0.328804,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.016378513,-90,-45,0,45,90,0
-0.00128395,47.012,1,2347.35,5666.74,92.4949,5,82.434,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6237.38,179.854,-0.905614,0.198247,23.2199,80.5685,175.231,137.147,116.776,107.461,102.75,98.7793,96.0312,93.3566,90.7564,88.2305,84.8188,81.0968,74.6174,63.5083,49.6594,37.1872,19.4438,-0.0645243,151.517,150.662,154.016,154.016,0.32892,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.021164282466250905,-90,-45,0,45,90,0
-0.000661198,48.012,1,2397.15,5716.55,92.4802,5,82.434,200,179.905,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6231.5,180.025,-0.790668,0.177422,23.5179,84.8058,174.501,136.356,115.968,106.652,101.943,97.975,95.2294,92.5587,89.9621,87.4408,84.0365,80.3236,73.8656,62.8075,49.0547,36.7022,19.1779,-0.0770467,151.584,150.894,153.867,153.867,0.328619,-1,-1,-1,-1,-1,0.6,0,0,5,0.026332514379791828,-90,-45,0,45,90,0
-0.00113041,49.012,1,2446.93,5766.33,92.4663,5,82.434,200,159.223,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6158.98,179.812,-0.688997,0.155178,23.7514,87.5415,174.328,136.079,115.633,106.292,101.57,97.593,94.8412,92.1644,89.5629,87.0365,83.6265,79.9083,73.4437,62.3852,48.6566,36.3563,18.9637,-0.087974,151.587,150.621,152.643,151.512,0.328549,-1,-1,-1,-1,-1,0,0,0,5,0.041153681,-90,-45,0,45,90,0
-0.00235826,50.012,1,2496.68,5816.08,92.452,5,82.434,200,138.874,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6234.48,179.795,-0.869447,0.131156,23.9344,88.3331,174.553,136.171,115.639,106.255,101.512,97.5167,94.7523,92.0632,89.4501,86.9126,83.4874,79.7532,73.2626,62.166,48.4105,36.1146,18.7896,-0.0975647,151.464,150.612,153.93,153.93,0.3288,-1,-1,-1,-1,-1,0.7000000000000001,0,0,5,0.023454586888629038,-90,-45,0,45,90,0
-0.00153,51.012,1,2546.41,5865.81,92.4374,5,82.434,200,118.746,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2,6201.46,180.104,-0.711228,0.126716,24.1474,200,173.866,135.462,114.934,105.559,100.823,96.834,94.0751,91.3919,88.7848,86.2541,82.8385,79.117,72.651,61.6095,47.945,35.7531,18.6025,-0.106034,151.703,150.951,153.125,153.125,0.328445,-1,-1,-1,-1,-1,0.29999999999999993,0,0,5,0.033278042502653704,-90,-45,0,45,90,0
