speedX,speedY,speedZ,rpm,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,steer,accel,brake
35.261,0.00997181,0.785713,1650.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,23.3682,16.5644,7.95467,0.196014075864142,0.6,0
22.9307,-0.306747,0.744746,1759.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3.34651,9.44886,16.8051,0.189446348104899,0.6,0
24.6792,0.78468,0.412233,2934.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9715,22.1609,21.7372,21.7372,0.184134098673429,0.6,0
27.8845,0.826196,0.581156,3317.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.2065,23.3712,24.5739,24.5739,0.179380569071401,0.6,0
31.3243,0.879726,0.686209,3740.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.7689,27.3052,27.6851,27.6851,0.17532622834998,0.6,0
35.1079,0.846967,0.583484,4193.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.4439,29.8028,31.0467,31.0467,0.172302069844986,0.6,0
39.1885,0.904755,0.721792,4736.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34.0684,32.4768,35.0899,35.0899,0.16948624889149,0.6,0
43.5341,0.94758,0.930587,5235.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.0437,35.3196,38.7692,38.7692,0.167419924224043,0,0.5
48.073,0.91407,1.30505,5758.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.9892,39.6893,42.6421,42.6421,0.16508608195683,0,0.5
36.3493,-0.774122,0.934283,2809.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4.41376,24.2493,17.4004,0.160138427369781,0.6,0
22.6547,-1.43657,0.487442,942.478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.7877,2.25158,1.1668,3.28877,0.151930449158847,0.6,0
24.2088,0.673669,0.551572,2857.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.1553,19.9263,21.1861,21.1861,0.143482179411193,0.6,0
27.4628,0.668461,0.506745,3244.22,12.0195,12.3152,13.8602,17.919,90.3458,58.2512,44.3338,31.1716,18.7884,7.23795,0.151856,0.0407095,0.0235348,0.0166264,0.0106487,0.0071907,0.00572586,0.00504684,0.00479889,21.3443,22.8965,24.0099,24.0099,0.136859925587835,0.6,0
30.9913,0.73227,0.65205,3667.02,11.8874,12.1839,13.7087,17.6895,93.2521,59.3556,45.2995,32.0765,19.8127,9.03988,2.58956,1.06655,0.646119,0.462883,0.299009,0.202869,0.161751,0.142529,0.135628,26.0893,25.5407,27.1399,27.1399,0.131427007911484,0.6,0
34.8674,0.778099,0.771049,4142.28,11.7429,12.04,13.5424,17.4395,40.2579,60.6039,46.3829,33.0745,20.8854,10.5366,4.21589,2.04488,1.28748,0.934594,0.609407,0.415291,0.331699,0.292568,0.278572,29.678,28.9632,30.666,30.666,0.126825755538039,0.6,0
39.0603,0.792868,0.847869,4651.59,11.5877,11.8866,13.3674,17.1814,35.8123,61.9355,47.5234,34.1048,21.9498,11.8584,5.57126,2.98178,1.93952,1.42553,0.937998,0.641964,0.513622,0.453442,0.432014,33.1261,33.2696,34.4431,34.4431,0.122728233876627,0.6,0
43.543,0.825541,1.02153,5204.43,11.4231,11.7247,13.1842,16.9165,33.5356,63.3674,48.7336,35.175,23.0121,13.0742,6.77517,3.87922,2.5913,1.92637,1.27927,0.879749,0.705341,0.623444,0.594498,36.9671,36.069,38.5364,38.5364,0.119056268713639,0,0.5
48.2423,0.828271,1.13602,5778.61,11.2516,11.5559,12.9935,16.642,31.7871,64.9427,50.0506,36.3161,24.0998,14.2334,7.88623,4.74185,3.23874,2.43296,1.63023,1.12647,0.904938,0.800781,0.764168,40.987,39.9096,42.7889,42.7889,0.115560693099547,0,0.5
34.7276,0.3389,0.837185,1938.61,11.1149,11.4276,12.8572,16.4627,30.9054,66.0634,50.914,37.0216,24.7512,14.9408,8.60226,5.3372,3.70696,2.80943,1.89762,1.31743,1.06079,0.940079,0.898117,9.16272,21.2348,18.3373,10.4891,0.112706915169683,0.6,0
20.3234,0.525291,0.459423,1289.16,11.0267,11.3736,12.8414,16.5283,31.8705,65.3655,50.1283,36.2579,24.1296,14.623,8.60666,5.4805,3.8755,2.96968,2.03082,1.42264,1.15118,1.0237,0.980797,2.10435,12.2876,11.7969,7.3311,0.111652935618778,0.6,0
22.435,0.465362,0.451959,2657,10.963,11.3174,12.7869,16.4679,31.6409,65.8419,50.368,36.4322,24.2951,14.8369,8.85168,5.70333,4.06214,3.12574,2.14646,1.50779,1.22194,1.0878,1.04311,20.3921,17.326,19.5486,19.5486,0.110913244933145,0.6,0
25.4283,0.517209,0.543795,2997.12,10.8962,11.2518,12.7134,16.3626,31.0502,66.8909,50.9563,36.9094,24.7074,15.2222,9.1958,5.98122,4.28154,3.3041,2.27554,1.60115,1.29858,1.15653,1.10941,20.3209,21.4684,22.178,22.178,0.110081991453201,0.6,0
28.7653,0.56924,0.652841,3405.32,10.8232,11.1795,12.6311,16.2429,30.4114,68.3447,51.6578,37.4763,25.1894,15.6584,9.5743,6.28367,4.52162,3.49875,2.41588,1.70292,1.3823,1.23172,1.18194,24.6015,22.994,25.2069,25.2069,0.109131534017241,0.6,0
32.3892,0.608184,0.789594,3854.39,10.7442,11.1001,12.5392,16.1072,29.7221,70.4057,52.4967,38.1537,25.7557,16.1537,9.99277,6.61533,4.78247,3.71086,2.56895,1.81334,1.47291,1.31303,1.2604,28.6614,27.9885,28.5465,28.5465,0.108060118812069,0.6,0
36.4419,0.666958,0.941351,4336.53,10.6591,11.0136,12.4381,15.9556,28.9999,73.3682,53.4783,38.9436,26.4069,16.7092,10.4508,6.97487,5.06611,3.94032,2.73428,1.93303,1.5712,1.40116,1.3453,30.8574,29.9191,32.1034,32.1034,0.106774043168448,0.6,0
40.7185,0.685856,1.03192,4862.27,10.5672,10.918,12.3238,15.7807,28.208,77.8982,54.6945,39.9123,27.1971,17.3615,10.9731,7.37752,5.37954,4.19319,2.9157,2.06322,1.67767,1.49645,1.43702,34.4729,34.2425,35.9935,35.9935,0.105258760217914,0,0.5
45.2759,0.712968,1.21346,5418.28,10.4683,10.814,12.1976,15.585,27.3806,85.0648,56.5011,41.051,28.1174,18.1051,11.5551,7.82114,5.72331,4.46961,3.11253,2.20431,1.79298,1.59949,1.53596,38.4671,37.4825,40.1148,40.1148,0.10342577215254,0,0.5
31.8202,0.337696,0.945417,1961.03,10.3904,10.7406,12.1197,15.484,27.041,92.4164,57.9736,41.5896,28.5262,18.4516,11.8625,8.08346,5.94295,4.65431,3.25203,2.30856,1.88004,1.67855,1.61299,9.19112,18.594,18.5513,10.6101,0.101953305506778,0.6,0
17.7129,0.541053,0.471807,988.695,10.3398,10.7248,12.1495,15.6165,27.9316,91.8116,56.6767,40.3485,27.4945,17.7611,11.5135,7.94259,5.90027,4.65677,3.28525,2.35063,1.92352,1.72339,1.66105,0.192968,11.0379,9.83089,5.28857,0.102248158854744,0.6,0
19.48,0.380545,0.561205,2268.06,10.3083,10.6978,12.1248,15.5921,27.8729,95.8821,57.3221,40.4508,27.5583,17.8249,11.5886,8.01853,5.96997,4.71905,3.33564,2.39005,1.95737,1.75485,1.6923,18.466,14.1642,16.5515,16.5515,0.102526931198321,0.6,0
22.0053,0.420761,0.651486,2619.64,10.2761,10.6651,12.0865,15.5341,27.6181,102.912,58.6527,40.8346,27.8413,18.0376,11.7502,8.14341,6.06959,4.80051,3.39566,2.43427,1.99403,1.78793,1.72438,16.2981,20.0786,19.3205,19.3205,0.102547921838825,0.6,0
24.8889,0.470349,0.717505,2937.09,10.2402,10.628,12.0419,15.4646,27.3156,113.503,60.5279,41.3081,28.1931,18.2978,11.9445,8.29066,6.18463,4.89438,3.46366,2.484,2.03519,1.82502,1.76027,21.1707,18.8521,21.7163,21.7163,0.102318539787177,0.6,0
28.1241,0.527544,0.894808,3313.74,10.2004,10.5849,11.9878,15.3769,26.9336,131.228,63.3414,41.9334,28.6612,18.6402,12.1911,8.4713,6.32275,5.00479,3.5426,2.54047,2.08133,1.86638,1.8001,22.4855,22.6505,24.5358,24.5358,0.101835398851024,0.6,0
31.5848,0.557884,0.93311,3746.05,10.1563,10.537,11.9277,15.2796,26.5271,163.752,67.4454,42.673,29.1923,19.0262,12.4681,8.67367,6.47742,5.12832,3.63036,2.60357,2.13287,1.91238,1.84426,28.1359,27.9252,27.7486,27.7486,0.101104722195717,0.6,0
35.4833,0.611653,1.11716,4223.77,10.1068,10.4819,11.8568,15.1623,26.0518,200,74.0366,43.8645,29.8574,19.5081,12.8075,8.91693,6.66009,5.27278,3.73182,2.67521,2.19101,1.96414,1.89381,30.0932,29.7761,31.2724,31.2724,0.100095458537002,0.6,0
39.629,0.635993,1.19046,4729.01,10.051,10.4182,11.7732,15.0225,25.5072,200,85.5689,45.8402,30.6814,20.1036,13.223,9.21069,6.87832,5.44366,3.85,2.75814,2.25775,2.02306,1.94984,34.0048,33.282,35.013,35.013,0.0987429359759013,0.6,0
44.0674,0.659835,1.37554,5271.97,9.9873,10.345,11.6768,14.8621,24.9175,200,108.715,49.1241,31.6544,20.8086,13.7137,9.55589,7.13365,5.64249,3.9871,2.85338,2.33413,2.09042,2.01385,36.694,36.5163,39.031,39.031,0.0970427951831309,0,0.5
48.6841,0.662491,1.53116,5831.56,9.91478,10.2613,11.5667,14.6801,24.2873,106.928,173.004,54.9244,32.7923,21.6363,14.29,9.96039,7.43136,5.87401,4.14547,2.96307,2.42191,2.16758,2.08683,41.3055,40.3444,43.1765,43.1765,0.0949333166281916,0,0.5
35.2528,0.207005,1.18443,2063.27,9.8574,10.2024,11.4978,14.5799,23.9831,78.7528,200,61.9204,33.6205,22.0662,14.6034,10.196,7.61543,6.02378,4.25435,3.04267,2.48756,2.2267,2.14409,9.91935,20.1619,19.6492,11.0339,0.0931140516397341,0.6,0
21.1366,0.433424,0.656337,994.554,9.82195,10.1937,11.5244,14.6824,24.4897,76.4415,200,62.5152,32.7536,21.3804,14.2141,10.0015,7.52348,5.9836,4.2569,3.06311,2.51388,2.25668,2.17826,0.478458,12.7545,9.64381,5.1666,0.0929753416478139,0.6,0
23.1091,0.39196,0.689789,2683.48,9.79478,10.1704,11.5032,14.6622,24.4587,70.3377,200,67.2359,33.1227,21.4246,14.264,10.0547,7.57505,6.03125,4.29711,3.09577,2.54246,2.28358,2.20532,20.3189,17.1741,19.9426,19.9426,0.0929561846534697,0.6,0
25.9994,0.433474,0.87652,3070.38,9.7662,10.1388,11.4631,14.5979,24.2397,63.4708,200,77.0216,34.1993,21.7176,14.464,10.1961,7.6805,6.11476,4.35545,3.13728,2.57616,2.31351,2.23393,24.2672,22.671,22.7388,22.7388,0.0926542302574288,0.6,0
29.3596,0.48402,0.950481,3471.71,9.73389,10.1023,11.4156,14.5201,23.9764,57.4743,200,95.4326,35.8994,22.0833,14.7109,10.3678,7.80735,6.21346,4.42382,3.18491,2.61453,2.3475,2.26629,25.9624,24.8328,25.7223,25.7223,0.0920759111802002,0.6,0
33.0079,0.529877,1.11165,3915.75,9.69607,10.0583,11.3576,14.4242,23.6586,52.1736,136,140.102,38.6992,22.5475,15.0233,10.5832,7.96437,6.33512,4.50661,3.24222,2.66022,2.38756,2.3042,28.2707,28.0894,28.9985,28.9985,0.0912035108261401,0.6,0
36.997,0.541806,1.14923,4403.56,9.65201,10.0074,11.2905,14.3142,23.2747,47.5474,102.221,200,43.4442,23.201,15.3893,10.8354,8.14863,6.47732,4.6036,3.30895,2.71352,2.43436,2.34841,30.805,30.0008,32.6007,32.6007,0.0900208655782981,0.6,0
41.2082,0.581208,1.3623,4918.22,9.60145,9.948,11.2117,14.1848,22.7777,43.3902,81.198,200,52.5712,24.4302,15.8331,11.1399,8.36905,6.64688,4.71776,3.38712,2.77537,2.48833,2.39921,34.9647,34.3773,36.414,36.414,0.0885124009048087,0,0.5
45.7034,0.590525,1.52397,5467.14,9.54214,9.87848,11.1197,14.0349,22.1652,39.6348,66.839,200,74.1557,26.7087,16.3635,11.5035,8.63214,6.84836,4.85328,3.47925,2.84819,2.55182,2.45888,38.5745,37.737,40.4751,40.4751,0.0866356906333661,0,0.5
32.2975,0.232253,1.16014,1874.3,9.49383,9.82917,11.0629,13.9556,21.7353,37.2729,59.1843,146.306,119.356,29.2736,16.7554,11.6978,8.78422,6.97231,4.94383,3.54569,2.90334,2.60159,2.50712,9.39944,15.9115,17.5795,10.2936,0.0850279484433563,0.6,0
18.1203,0.388055,0.623524,942.478,9.46428,9.82201,11.0854,14.0411,21.8247,37.0645,58.0864,136.603,140.308,29.3821,16.4792,11.4821,8.67331,6.91619,4.93461,3.55789,2.92289,2.62567,2.53581,1.40819,10.1007,8.11209,4.57477,0.0849223654103494,0.6,0
19.7694,0.315137,0.636122,2327.26,9.4435,9.80284,11.0661,14.019,21.6154,36.1312,55.4575,121.219,200,31.0464,16.7566,11.534,8.71898,6.95673,4.96713,3.58373,2.94525,2.64646,2.55655,16.0984,17.1458,17.4274,17.4274,0.0848493542872446,0.6,0
22.3325,0.358019,0.763223,2628.34,9.42139,9.77814,11.0347,13.9676,21.2969,34.9196,52.3122,105.828,200,33.9836,17.3074,11.6698,8.80587,7.02433,5.01389,3.61638,2.9716,2.66975,2.57868,16.0187,20.0547,19.4841,19.4841,0.0845460980010712,0.6,0
25.1839,0.397672,0.917109,2975.48,9.39612,9.74981,10.9987,13.8922,20.9248,33.6247,49.1627,92.7097,200,38.5459,18.1157,11.8993,8.90669,7.10261,5.06778,3.65385,3.00167,2.69636,2.60398,22.997,18.5139,21.9975,21.9975,0.0840530471007498,0.6,0
28.4129,0.424896,0.936095,3356.41,9.36753,9.71745,10.9572,13.7837,20.4906,32.2437,46.0177,81.4175,200,46.263,19.3238,12.2716,9.04083,7.19297,5.12945,3.69676,3.03599,2.7265,2.63261,23.0615,23.5566,24.8488,24.8488,0.0833910874705249,0.6,0
31.9321,0.469676,1.08947,3783.57,9.33387,9.67847,10.9061,13.6269,19.9699,30.7397,42.8195,71.4351,200,61.7521,21.2404,12.8853,9.29842,7.31723,5.20553,3.74856,3.0771,2.76241,2.66637,26.7559,26.5685,28.0056,28.0056,0.0824708052293674,0.6,0
35.7876,0.496532,1.22261,4256.38,9.29469,9.63295,10.8281,13.4168,19.3667,29.1483,39.6539,62.7465,153.027,102.954,24.3254,13.8518,9.73453,7.54835,5.29828,3.80935,3.12506,2.80421,2.70567,30.0176,29.7535,31.5062,31.5062,0.0813185606605572,0.6,0
39.9379,0.514001,1.32576,4760.17,9.24938,9.57759,10.7034,13.1442,18.6758,27.4808,36.5467,55.1656,114.23,200,29.5812,15.3695,10.4354,7.94525,5.46941,3.88527,3.18062,2.85265,2.75117,33.6618,32.6907,35.2391,35.2391,0.07990202646239,0.6,0
44.3158,0.523394,1.4817,5301.31,9.19599,9.47902,10.5197,12.7966,17.8873,25.7355,33.4944,48.4791,88.9507,200,39.5554,17.8013,11.5417,8.58735,5.77411,4.03342,3.27039,2.91731,2.8056,37.767,37.5192,39.2497,39.2497,0.077449038523673,0.6,0
48.9393,0.535163,1.67567,5862.39,9.09848,9.31687,10.2626,12.3594,16.988,23.9038,30.48,42.4942,71.0337,200,62.9889,21.8617,13.2872,9.59639,6.26946,4.29412,3.44377,3.04791,2.91165,41.4756,40.6765,43.4124,43.4124,0.0712357569665711,0.6,0
53.7116,0.524026,1.82464,6442.1,8.92789,9.07861,9.9223,11.8275,15.9865,22.0193,27.5528,37.1791,57.82,132.247,155.724,28.9221,16.0086,11.1257,7.01965,4.70058,3.72405,3.26787,3.09942,45.4876,44.5906,47.6992,47.6992,0.0615610998765998,0.6,0
58.562,0.466809,2.04465,6989.62,8.6676,8.75097,9.48888,11.1959,14.8892,20.1036,24.734,32.4564,47.7183,91.3859,200,42.2,20.2521,13.39,8.10378,5.29068,4.13663,3.59712,3.38625,49.6439,48.8019,51.7488,51.7488,0.0486248599136198,0.6,0
63.4334,0.376141,2.18769,7607.19,8.30276,8.32562,8.96096,10.474,13.7275,18.2172,22.0971,28.3512,39.967,68.5923,200,69.5204,26.6728,16.5802,9.57769,6.08969,4.69872,4.0497,3.78483,53.5425,52.9502,56.3278,56.3278,0.0327880219395339,0.6,0
68.3302,0.292264,2.41194,8186.65,7.82369,7.79862,8.34027,9.67104,12.5225,16.388,19.6584,24.7953,33.9158,54.3039,138.796,135.377,35.9381,20.8105,11.4602,7.10506,5.41596,4.63067,4.30021,57.658,57.0542,60.621,60.621,0.0145664053576737,0.6,0
67.9423,0.220647,2.44032,4920.84,7.25079,7.19511,7.6582,8.828,11.331,14.6828,17.4775,21.7909,29.2263,44.8827,98.2767,200,47.7241,25.7858,13.6209,8.27292,6.24615,5.30757,4.9048,57.29,56.8923,57.7674,57.3447,-0.0138284162496284,0.6,0
70.5019,0.150763,2.55249,5229,6.61306,6.54846,6.95446,7.99499,10.2207,13.1853,15.641,19.4024,25.8043,38.9535,80.6803,200,58.6133,30.4599,15.7479,9.46855,7.11604,6.02898,5.55863,59.2696,59.1232,61.1455,61.1455,-0.0349046413747399,0.6,0
73.1351,0.00777969,2.66627,5426.12,5.93646,5.88491,6.25697,7.20329,9.22776,11.9317,14.179,17.6348,23.5551,35.8702,76.3897,200,62.9222,33.3871,17.4579,10.5524,7.94965,6.74556,6.22677,61.4268,61.5434,63.4537,63.4537,-0.0490350489623179,0.6,0
75.7892,-0.0735706,2.75223,5631.9,5.27155,5.24502,5.59836,6.47595,8.35507,10.8894,13.0205,16.3435,22.1701,34.8655,83.0614,200,60.8724,34.3342,18.6009,11.4377,8.68498,7.40709,6.86484,63.3919,63.8261,65.8607,65.8607,-0.0568335342736225,0.6,0
78.4614,-0.125697,2.94006,5823.47,4.66106,4.66375,5.00793,5.83639,7.61511,10.0533,12.1436,15.4801,21.5708,36.0153,111.587,161.033,55.5938,33.7514,19.1767,12.0843,9.2835,7.9781,7.43902,65.6278,66.165,68.0988,68.0988,-0.0694201139915358,0.6,0
81.1416,-0.14045,3.16882,6023.75,4.13841,4.16895,4.50954,5.30438,7.02014,9.42392,11.5389,15.0253,21.768,40.0421,200,110.281,49.8494,32.362,19.3072,12.5003,9.73232,8.43879,7.92551,67.7848,68.4961,70.4401,70.4401,-0.078168379794075,0,0.5
83.8249,-0.141161,3.39058,6224.34,3.73417,3.79344,4.1414,4.9295,6.64753,9.12978,11.3958,15.3131,23.608,52.3804,200,80.2025,43.6742,30.165,18.93,12.6333,9.99094,8.7562,8.29628,69.945,70.7915,72.7846,72.7846,-0.0824578158558525,0,0.5
69.9932,1.37336,2.9523,3941.09,3.46189,3.55082,3.91851,4.7308,6.52921,9.23649,11.8347,16.6431,28.3964,99.223,163.085,61.3506,37.9597,27.6341,18.1901,12.5219,10.0702,8.93035,8.54541,37.9329,45.5588,44.1158,48.2265,-0.0820034610990968,0.6,0
55.5512,2.57573,2.34311,3009.61,3.29871,3.42544,3.83401,4.71835,6.72901,9.95355,13.3059,20.2961,43.4567,200,88.4323,47.0974,32.2627,24.6776,17.0703,12.1692,9.98319,8.98186,8.70206,16.8555,33.8681,33.8598,36.6268,-0.0759701277693677,0.6,0
56.5112,-0.432582,2.54715,4182.85,3.36168,3.52426,3.98904,4.98647,7.31359,11.2719,15.7226,26.3122,82.5187,185.672,64.7686,39.4076,28.4747,22.4241,16.0106,11.6901,9.72801,8.84609,8.65134,47.1966,47.8189,48.9079,48.9079,-0.0660096994385574,0.6,0
58.7869,-0.431509,2.65844,4357.07,3.58202,3.78235,4.31811,5.46454,8.20063,13.0997,19.0202,35.1943,200,115.786,52.8592,34.4166,25.6593,20.5795,15.0033,11.1372,9.3626,8.58019,8.44989,49.0747,49.7519,50.9543,50.9543,-0.0534854496069902,0.6,0
61.1218,-0.352524,2.73416,4527.94,3.89395,4.13893,4.76322,6.09871,9.36139,15.5243,23.5879,49.8717,200,84.1113,44.4021,30.3191,23.1522,18.8417,13.9758,10.5223,8.9251,8.2362,8.16242,50.9663,51.6331,52.9522,52.9522,-0.0388607197248931,0.6,0
63.5049,-0.275489,2.85704,4706.85,4.29038,4.58576,5.31371,6.87316,10.7667,18.5031,29.4675,73.7017,200,66.4736,38.2089,26.9534,20.9433,17.2321,12.9536,9.86312,8.42688,7.821,7.79178,53.1147,53.5695,55.0388,55.0388,-0.0227408588074252,0.6,0
65.9464,-0.202952,2.98597,4889.15,4.76077,5.11048,5.95353,7.76326,12.3643,21.9104,36.4531,110.915,162.917,55.329,33.4765,24.1299,18.9761,15.7352,11.9431,9.1695,7.87701,7.34242,7.34449,55.1803,55.5836,57.1715,57.1715,-0.00572766116519764,0.6,0
68.4455,-0.107251,3.0466,5076.83,5.28851,5.69226,6.65367,8.72094,14.0399,25.4002,43.6091,158.286,124.903,47.9813,29.8346,21.7677,17.2379,14.3591,10.9615,8.45823,7.29019,6.8136,6.83255,57.3663,57.5988,59.366,59.366,0.0172079871843617,0.6,0
71.0014,-0.0198372,3.13501,5268.19,5.85057,6.30214,7.3738,9.67936,15.6325,28.4588,49.3427,190.835,109.158,43.2192,27.0719,19.8184,15.7248,13.1155,10.0285,7.74938,6.6856,6.25334,6.27526,59.5762,59.6865,61.605,61.605,0.0336739410290532,0.6,0
73.5979,0.0875198,3.1773,5461.55,6.41152,6.89314,8.04585,10.5226,16.8625,30.2352,51.1999,171.235,112.647,41.2324,25.3526,18.4045,14.5324,12.0824,9.20123,7.08496,6.09799,5.69291,5.70271,61.9158,61.6487,63.8681,63.8681,0.0441870087203372,0.6,0
76.2188,0.150396,3.23185,5657.96,6.93596,7.4258,8.62233,11.1874,17.6356,30.6581,49.6126,132.606,144.836,41.8357,24.5581,17.4744,13.6429,11.2598,8.49633,6.49027,5.55693,5.16607,5.15479,64.2249,63.7739,66.1662,66.1662,0.0493204561042361,0.6,0
78.8663,0.164929,3.29231,5856.65,7.39781,7.87574,9.0813,11.6609,18.0011,30.1447,46.3777,102.179,200,45.3793,24.6101,16.9716,13.0274,10.6364,7.92046,5.98283,5.08533,4.70053,4.66544,66.4556,65.9454,68.4825,68.4825,0.0600844992729652,0.6,0
81.5375,0.154248,3.36799,6056.23,7.77892,8.22835,9.41377,11.9496,18.0379,29.0882,42.708,81.4783,200,53.6499,25.6192,16.9119,12.6941,10.2225,7.48809,5.57995,4.70217,4.31723,4.25883,68.7751,68.1195,70.8223,70.8223,0.0671004644910757,0,0.5
84.2243,0.158237,3.4796,6256.12,8.05473,8.4534,9.58048,11.9978,17.6557,27.35,38.3598,65.0347,200,78.3293,28.7987,17.7253,12.8733,10.1675,7.28333,5.33155,4.44358,4.0455,3.9606,71.0907,70.4094,73.1579,73.1579,0.069881775143753,0,0.5
70.486,-1.04139,2.9607,3899.71,8.22387,8.55868,9.6042,11.8615,17.0225,25.4057,34.2677,53.2461,121.411,193.823,35.4529,19.5929,13.6086,10.4857,7.31,5.24131,4.31437,3.89137,3.77841,41.2826,40.2888,50.8996,40.4671,0.0685083226006271,0.6,0
56.0636,-1.7338,2.32839,2901.87,8.31643,8.57696,9.5244,11.5955,16.2311,23.397,30.5053,44.3019,82.0226,200,50.5324,23.0914,15.0391,11.2139,7.55664,5.28664,4.29024,3.82945,3.6848,30.1397,24.7841,40.807,27.1759,0.063179235820439,0.6,0
57.4228,0.406304,2.33574,4249.51,8.24975,8.45078,9.31232,11.221,15.4369,21.7462,27.7576,38.7702,65.0887,200,79.0435,27.9512,17.0562,12.3401,8.07531,5.53711,4.44331,3.93425,3.75972,48.5101,47.8651,49.6887,49.6887,0.0550916750743073,0.6,0
59.7477,0.387234,2.49052,4427.89,8.07115,8.21801,8.99465,10.7418,14.5631,20.1351,25.2783,34.3011,53.9791,128.919,159.447,35.2909,19.9265,13.9565,8.8661,5.96276,4.73492,4.16158,3.95234,50.508,49.9193,51.7776,51.7776,0.0446008175520151,0.6,0
62.1309,0.338327,2.61853,4604.84,7.81688,7.9156,8.61119,10.2031,13.6591,18.5915,23.0286,30.5529,45.8992,93.6522,200,46.1989,23.709,16.0283,9.8777,6.51895,5.12542,4.47394,4.22485,52.465,51.9044,53.8472,53.8472,0.0321529122864106,0.6,0
64.5681,0.256936,2.67112,4787.18,7.48844,7.54741,8.16841,9.61472,12.7383,17.1218,20.9864,27.3732,39.7832,73.8055,200,62.0277,28.4375,18.5391,11.0964,7.19774,5.60923,4.86681,4.57317,54.3953,54.0414,55.9773,55.9773,0.0182160486004874,0.6,0
67.0573,0.182383,2.79898,4971.85,7.09184,7.12283,7.67974,8.99621,11.8304,15.7618,19.18,24.7319,35.184,61.7511,200,82.3658,33.722,21.303,12.4508,7.9678,6.16747,5.32688,4.98703,56.4473,56.0871,58.1407,58.1407,-0.00440051597965882,0.6,0
69.5978,0.101936,2.92218,5162.46,6.63999,6.65496,7.15897,8.36213,10.9482,14.5115,17.5851,22.528,31.6716,53.9997,200,103.713,38.9187,24.0665,13.8507,8.7887,6.77451,5.8349,5.45039,58.4993,58.267,60.3673,60.3673,-0.0214327111857612,0.6,0
72.1767,-0.0114704,3.15655,5354.68,6.15521,6.17033,6.63909,7.757,10.1602,13.4736,16.3338,20.9378,29.4684,50.3765,200,111.29,42.1456,26.1176,15.0539,9.56007,7.37207,6.35129,5.93403,60.597,60.6622,62.6182,62.6182,-0.0332401978300328,0.6,0
74.7859,-0.0889103,3.27896,5549.06,5.67089,5.69738,6.14484,7.20115,9.47583,12.6342,15.3835,19.8553,28.296,49.8804,197.914,103.856,42.9952,27.2397,15.9545,10.2222,7.91716,6.8408,6.40641,62.6019,62.9271,64.89,64.89,-0.040248738481023,0.6,0
77.411,-0.128176,3.39902,5745.5,5.21813,5.26203,5.6983,6.71223,8.90316,11.9835,14.7052,19.2157,28.025,52.4868,190.97,90.3218,42.024,27.5185,16.5282,10.7427,8.38037,7.27619,6.84103,64.7852,65.1983,67.1878,67.1878,-0.0430379469367161,0.6,0
80.0581,-0.139128,3.53489,5942.79,4.82235,4.88628,5.3193,6.30824,8.45678,11.5304,14.303,19.0218,28.7134,59.4615,182.403,76.9574,39.9876,27.1511,16.793,11.1072,8.7429,7.63761,7.21705,67.0068,67.4284,69.4916,69.4916,-0.0422650578557013,0,0.5
82.7282,-0.120431,3.62139,6142.03,4.50217,4.58635,5.02253,6.00244,8.14721,11.2809,14.1805,19.2841,30.4891,74.1216,171.892,66.0626,37.5718,26.3911,16.8082,11.3225,8.99886,7.91402,7.51994,69.1076,69.7313,71.8254,71.8254,-0.0499812204989909,0,0.5
68.9964,0.738436,3.09627,3801.99,4.26712,4.37144,4.81753,5.80562,7.98847,11.2564,14.3713,20.0813,33.7457,108.183,157.053,57.4332,35.0772,25.388,16.6199,11.3988,9.14827,8.10095,7.74221,39.0594,41.2595,41.8481,47.2436,-0.0539218043492936,0.6,0
